,Address,Year,Flats,Entrance,Height,Square,Latitude,Longitude
851,"ул. нагорная, 18 корпус 1",1959,54,3,5,3807.0,55.679534,37.604726
852,"ул. спиридоновка, 16 строение 2",1902,7,1,4,1286.0,55.76058,37.594692
853,"1-й рижский пер., 2 корпус 7",1971,178,2,12,7023.0,55.808245,37.653604
854,"ул. василисы кожиной, 24 корпус 1",1961,54,4,5,2221.0,55.73407,37.490883
855,"ул. кашенкин луг, 6 корпус 2",2010,160,2,22,9191.0,55.825371,37.597513
856,"ул. берзарина, 16",1959,113,4,8,7782.3,55.788237,37.486544
857,"ул. седова, 2 корпус 2",1962,72,1,9,2585.0,55.853405,37.644621
858,"ул. грина, 34",2001,157,4,13,10063.8,55.568354,37.568192
859,"маршала рокоссовского б-р, 13",1963,72,1,9,2590.3,55.811902,37.723259
860,"1-й войковский проезд, 6 корпус 1",1950,18,2,3,1151.0,55.815585,37.495482
861,"ул. братиславская, 27 корпус 1",1998,384,7,17,23602.0,55.654635,37.765525
862,"ул. фестивальная, 63 корпус 3",2003,127,2,17,7203.5,55.862858,37.497548
863,"ул. большая филевская, 19/18 корпус 1",1956,205,7,8,13800.0,55.74747,37.496803
864,"ул. беловежская, 39 корпус 7",2006,104,2,14,4774.0,55.710793,37.3955
865,"ул. константинова, 34 корпус 2",1965,80,4,5,3490.0,55.819924,37.661338
866,"ул. академика комарова, 5в",1973,144,4,9,7116.0,55.828566,37.595456
867,"ул. бутлерова, 36 корпус 1",1969,100,5,5,4497.0,55.643861,37.546462
868,"ул. полярная, 34 корпус 1",1967,84,1,12,3634.0,55.885014,37.643615
869,"ул. старобитцевская, 21 корпус 2",1992,78,2,14,5402.8,55.577795,37.576834
870,"ул. генерала антонова, 5 корпус 3",1969,142,4,9,7390.0,55.644313,37.537281
871,"ул. генерала кузнецова, 15 корпус 1",1995,120,2,16,6611.3,55.686766,37.858905
872,"ул. одесская, 27/14",1961,79,4,5,3075.9,55.655844,37.590596
873,"старый толмачевский пер., 17 строение 2",1917,22,1,8,1677.5,55.738677,37.629071
874,"фурманный пер., 8 строение 2",2007,38,2,8,4781.6,55.764014,37.64913
875,"ул. елецкая, 33 корпус 3",1980,111,1,16,5287.0,55.602352,37.739483
876,"ул. чертановская, 30 корпус 3",1971,157,3,16,9132.4,55.620123,37.589967
877,"капранова пер., 4",2004,18,1,14,4849.1,55.757739,37.574309
878,"ш. ленинградское, 118 корпус 1",2009,147,1,22,7591.8,55.86691,37.463332
879,"пр-кт пролетарский, 7",2005,407,3,23,29450.1,55.645314,37.657485
880,"ул. краснодарская, 78",2003,119,1,18,5828.9,55.666858,37.782952
881,"ул. барвихинская, 24",1972,144,4,9,7138.0,55.720352,37.392095
882,"ул. болотниковская, 39",1964,60,3,5,2602.6,55.660556,37.586167
883,"ул. суздальская, 18 корпус 6",1997,109,2,14,6039.8,55.741414,37.852212
884,"ул. новомарьинская, 10 корпус 2",1995,37,4,4,2280.0,55.651506,37.753425
885,"пр-кт пролетарский, 41",1973,119,1,15,5770.5,55.632316,37.661832
886,"ул. металлургов, 17а",1960,60,4,5,3259.1,55.759208,37.784964
887,"ул. беломорская, 20 корпус 1",2009,171,3,17,8592.1,55.862025,37.475612
888,"ул. маршала савицкого, 20",2008,192,3,17,9821.0,55.504517,37.589635
889,"ул. нагорная, 24 корпус 4",1957,20,2,5,1758.0,55.678681,37.600648
890,"ул. свободы, 32",1977,88,2,12,3966.0,55.842843,37.456046
891,"бескудниковский б-р, 55 корпус 3",1968,84,1,12,3692.0,55.871521,37.539446
892,"ул. ленская, 21",1967,80,4,4,3520.3,55.866985,37.658527
893,"ул. рогова, 11",1963,80,4,5,3590.0,55.795509,37.459631
894,"ш. каширское, 132 корпус 1",1974,239,5,12,12182.9,55.602144,37.720142
895,"ул. академика скрябина, 5 корпус 1",1968,84,1,12,2275.0,55.713892,37.797244
896,"ул. таганская, 1/2 строение 2",1914,20,3,5,1268.0,55.741434,37.657314
897,"п. десеновское, ул. 2-я ватутинская, 7 корпус 2",1962,48,4,4,1173.0,55.503803,37.333615
898,"ул. нагатинская, 15 корпус 2",1969,96,1,12,3622.0,55.68023,37.641917
899,"яна райниса б-р, 12",1968,213,6,9,10510.8,55.850676,37.425333
900,"ул. красная сосна, 3",2021,777,6,23,43056.4,55.849994,37.683239
901,"ул. октябрьская, 38 корпус 6",1926,54,2,6,3252.0,55.789978,37.615345
902,"ул. фестивальная, 39 корпус 1",1982,80,1,12,3823.1,55.857846,37.482349
903,"ул. гвардейская, 17 корпус 1",1957,56,3,5,3778.0,55.725214,37.423303
904,"ш. дмитровское, 1 корпус 1",1932,152,10,5,6829.2,55.810744,37.578496
905,"ул. богданова, 14",1969,80,1,12,3447.0,55.657337,37.407843
906,"ул. беговая, 17 корпус 1",1940,72,5,7,7216.0,55.781636,37.559712
907,"звездный б-р, 38 корпус 1",1961,64,1,8,2203.0,55.813546,37.624409
908,"прибрежный проезд, 3",1976,127,1,16,5804.2,55.873375,37.46184
909,"вокзальный пер., 6 корпус 1",1939,8,2,2,699.0,55.817491,37.513224
910,"ул. малая грузинская, 41",1974,219,2,16,11207.1,55.771788,37.572567
911,"ул. бирюлевская, 18 корпус 1",1972,91,1,14,3914.6,55.597531,37.660889
912,"ул. ивана бабушкина, 12 корпус 1",1964,72,1,9,2550.4,55.686741,37.562389
913,"ул. черногрязская 2-я, 1",1970,80,1,12,3444.0,55.76052,37.545761
914,"нагатинская наб., 66 корпус 2",1967,120,6,5,5952.9,55.689319,37.691908
915,"ул. хачатуряна, 12 корпус 1",2001,211,4,20,19838.0,55.857407,37.59595
916,"ул. кутузова, 11 корпус 2",2002,145,2,17,17659.7,55.723263,37.412128
917,"ул. маршала катукова, 24 корпус 5",2008,192,1,29,21415.9,55.803044,37.413197
918,"ул. башиловская, 23 корпус 3",1979,111,1,16,5333.1,55.802098,37.572917
919,"ул. гримау, 3 корпус 2",1957,60,3,5,3962.9,55.691359,37.583427
920,"ул. обручева, 5",2020,204,3,15,11667.5,55.662004,37.514347
921,"чистопрудный б-р, 9 строение 1",1917,67,4,8,4195.5,55.76287,37.643668
922,"ул. юных ленинцев, 65/47 корпус 1",1962,80,4,5,3506.1,55.700679,37.765426
923,"5-й донской проезд, 21 корпус 4",1957,16,2,4,1415.2,55.702957,37.593345
924,"шокальского проезд, 2",1978,190,4,12,9502.0,55.872233,37.647944
925,"ул. амурская, 28",1966,80,4,5,3547.1,55.811412,37.776511
926,"ул. ватутина, 11",2007,125,1,22,9556.0,55.720809,37.453908
927,"ул. раменки, 20",2008,262,3,24,24111.7,55.689238,37.487901
928,"ш. варшавское, 158 корпус 1",1982,431,7,16,23679.6,55.585189,37.596049
929,"ул. медиков, 15",1968,216,6,9,10643.3,55.633516,37.683473
930,"ул. островитянова, 5 корпус 1",2003,272,4,17,15163.0,55.645807,37.493587
931,"ул. барышиха, 6",1995,165,8,9,10226.0,55.840705,37.366565
932,"сумской проезд, 15 корпус 2",1969,287,8,9,14171.0,55.632565,37.597073
933,"петровско-разумовский проезд, 13 корпус 2",1956,15,1,4,971.0,55.796754,37.567455
934,"ул. гостиничная, 10а",1961,58,3,5,2506.0,55.84675,37.582493
935,"ш. дмитровское, 165д корпус 5",2008,260,5,14,14506.0,55.923337,37.541054
936,"ул. кравченко, 20",1960,80,4,5,3493.0,55.679818,37.515057
937,"ул. веерная, 42 корпус 1",1974,98,1,14,4282.5,55.713725,37.485511
938,"ул. авиаконструктора сухого, 2 корпус 1",2017,757,6,24,63018.2,55.786313,37.542428
939,"ул. ефремова, 22",1929,40,1,5,3121.0,55.722091,37.56777
940,"ул. адмирала руднева, 16",2003,139,5,9,7211.0,55.539864,37.519395
941,"филипповский пер., 16",1908,11,1,5,1218.0,55.749532,37.598771
942,"ул. авиамоторная, 9",1985,125,2,16,6366.0,55.761725,37.712165
943,"ул. 1-я останкинская, 37/41",1961,40,2,5,1569.0,55.824693,37.62828
944,"ул. 2-я прядильная, 6",1968,80,1,12,3513.2,55.795368,37.778389
945,"ш. коровинское, 4 корпус 4",1964,119,6,5,5141.8,55.868874,37.54135
946,"пр-кт андропова, 35 корпус 2",1985,71,2,9,4094.6,55.673793,37.66804
947,"пр-кт ленинский, 78",1957,172,6,8,12173.0,55.682529,37.535996
948,"ул. 15-я парковая, 46 корпус 7",1964,80,4,5,3568.4,55.808053,37.824194
949,"ул. генерала белобородова, 21",2001,141,6,10,12237.8,55.835397,37.358929
950,"ул. дубнинская, 4 корпус 1",1971,354,10,9,16677.8,55.858614,37.56883
951,"ул. ельнинская, 20 корпус 2",2007,838,6,17,22103.8,55.739858,37.421874
952,"маршала рокоссовского б-р, 3",1960,74,4,5,3203.0,55.808933,37.726116
953,"пр-кт маршала жукова, 66",1961,80,4,5,3400.0,55.779231,37.457367
954,"ул. мусы джалиля, 30 корпус 1",1976,255,4,16,16279.5,55.619533,37.741252
955,"ул. фабрициуса, 33 корпус 4",1965,72,4,5,3354.0,55.842165,37.429474
956,"большой девятинский пер., 4",1935,63,6,5,3492.6,55.75549,37.582098
957,"ул. кухмистерова, 20",1974,144,4,9,7077.3,55.683574,37.729718
958,"ул. челябинская, 18 корпус 1",1976,98,1,14,4269.0,55.777251,37.830159
959,"кутузовский проезд, 4 корпус 3",1936,63,3,7,2298.0,55.740446,37.52492
960,"ул. крылатские холмы, 30 корпус 4",1986,407,6,17,25817.0,55.767615,37.41175
961,"ул. октябрьская, 68",1961,60,3,5,2560.0,55.798222,37.613413
962,"пр-кт мира, 7 строение 1",1917,41,2,8,2406.8,55.774973,37.631909
963,"ул. новаторов, 14 корпус 1",1972,111,1,18,5772.0,55.667518,37.523106
964,"ул. 16-я парковая, 29 корпус 2",1966,80,4,5,3542.0,55.802255,37.828066
965,"ул. куусинена, 6 корпус 6",1958,58,4,5,2466.0,55.781448,37.517213
966,"пр-кт севастопольский, 44 корпус 2",1962,80,4,5,3533.6,55.654569,37.567312
967,"ул. академика семенова, 15 корпус 1",2000,30,2,4,1408.0,55.541097,37.506154
968,"ул. черное озеро, 8",1948,8,2,2,472.3,55.715707,37.859956
969,"ул. тихвинская, 7",1914,36,3,5,1948.0,55.786774,37.600783
970,"ул. ярцевская, 28",2009,192,3,17,10786.3,55.739235,37.415999
971,"ул. шоссейная, 20",1975,125,2,9,6127.0,55.687832,37.722235
972,"ул. большая семеновская, 21",1963,89,3,8,3976.0,55.782592,37.706856
973,"ул. подмосковная, 1/6",1956,48,3,5,3355.0,55.830392,37.455211
974,"филевский б-р, 12",1981,427,9,12,24448.0,55.764891,37.485583
975,"ул. мосфильмовская, 28",1958,54,4,5,2882.0,55.721326,37.52342
976,"ул. генерала белова, 53 корпус 3",1977,72,2,9,2249.0,55.605119,37.728164
977,"1-й хорошевский проезд, 10 корпус 2",1944,47,4,4,2372.0,55.776416,37.545932
978,"ул. яхромская, 2",1958,56,3,5,3711.0,55.882555,37.539976
979,"ул. паромная, 3",1985,248,5,14,12242.5,55.639527,37.761015
980,"ул. 800-летия москвы, 2 корпус 2",1979,95,2,12,4970.0,55.875395,37.532691
981,"ул. волочаевская, 20 корпус 1",1983,250,4,16,12802.0,55.754446,37.677517
982,"ул. ефремова, 23",1958,30,2,5,1608.0,55.721128,37.567087
983,"ул. новочеремушкинская, 50 корпус 3",1995,450,7,17,25528.4,55.672174,37.564293
984,"п. внуковское, ул. анны ахматовой, 8",2014,299,1,25,16582.4,55.637586,37.333399
985,"ул. 6-я кожуховская, 17",1970,80,1,12,3470.4,55.707334,37.674499
986,"пр-кт севастопольский, 69",1964,80,4,5,3501.0,55.658642,37.575073
987,"ул. маршала захарова, 14 корпус 1",1984,128,2,17,8136.3,55.621999,37.698879
988,"ул. старая басманная, 10 строение 5",1840,8,1,3,704.0,55.764252,37.659955
989,"ул. гарибальди, 17 корпус 1",1960,60,3,5,2511.1,55.673189,37.547926
990,"ул. 2-я пугачевская, 14 корпус 3",1967,96,1,12,2095.8,55.791106,37.726017
991,"ул. 3-я владимирская, 25 корпус 4",1967,80,4,5,3509.2,55.755743,37.792528
992,"ул. верхняя сыромятническая, 2",1969,288,6,13,16236.0,55.754284,37.659353
993,"россошанский проезд, 2 корпус 1",1975,191,4,12,8649.4,55.601956,37.607646
994,"маевки первой аллея, 11 корпус 2",1959,36,3,4,1176.4,55.725534,37.796445
995,"ул. мантулинская, 9 корпус 1",2019,167,5,20,6544.7,55.754714,37.546255
996,"ул. озерная, 25",1973,294,3,14,12714.6,55.67556,37.45354
997,"ул. алабяна, 11",1970,112,1,14,5408.4,55.800246,37.506648
998,"ул. алтайская, 26",1968,360,10,9,16340.9,55.819828,37.822262
999,"1-й нижний михайловский проезд, 16",1974,144,4,9,7042.5,55.706842,37.613449
