,Address,Year,Flats,Entrance,Height,Square,Latitude,Longitude,city,Flats_per_floor,Street
33433,"ул. шотмана, 3 литер а",1979,110,1,16,5545.0,59.899315,30.476244,spb,6.875,ул. шотмана
47604,"ул. алтайская, 12 литер а",1959,104,4,8,6778.5,59.849691,30.325202,spb,3.25,ул. алтайская
39676,"пр-кт дальневосточный, 10 корпус 1 литер а",2016,284,4,17,19249.5,59.915445,30.435093,spb,4.176470588235294,пр-кт дальневосточный
28055,"ул. 1-я владимирская, 18 корпус 5",1970,72,1,9,3021.6,55.755576,37.773116,moscow,8.0,ул. 1-я владимирская
31684,"пр-кт московский, 172 литер а",1953,148,6,7,9588.61,59.877398,30.320953,spb,3.523809523809524,пр-кт московский
30493,"2-й саратовский проезд, 6 корпус 2",1973,84,1,12,3648.8,55.712634,37.738513,moscow,7.0,2-й саратовский проезд
26288,"ул. большая очаковская, 37",1966,21,2,2,577.0,55.677428,37.449345,moscow,5.25,ул. большая очаковская
26181,"ул. малышева, 32",1992,94,1,14,4568.3,55.694226,37.742645,moscow,6.714285714285714,ул. малышева
27125,"ш. перовское, 12",1964,56,3,5,2356.0,55.735718,37.749256,moscow,3.733333333333333,ш. перовское
46284,"пр-кт среднеохтинский, 15 корпус 1 литер б",1950,12,2,3,876.32,59.950506,30.416426,spb,2.0,пр-кт среднеохтинский
29139,"дмитровский проезд, 14",1970,160,6,9,7581.0,55.808265,37.56883,moscow,2.9629629629629632,дмитровский проезд
11291,"ул. 2-я сокольническая, 1",1974,143,4,9,7141.0,55.785974,37.68076,moscow,3.9722222222222223,ул. 2-я сокольническая
15366,"туп. большой краснопрудный, 6/21",1956,16,1,4,977.5,55.781838,37.662461,moscow,4.0,туп. большой краснопрудный
25886,"ул. кантемировская, 16 корпус 1",1989,256,4,17,11202.2,55.638485,37.666647,moscow,3.764705882352941,ул. кантемировская
34655,"ул. передовиков, 11 корпус 1 литер а",1985,357,5,12,9636.7,59.940208,30.46833,spb,5.95,ул. передовиков
46989,"пр-кт английский, 56 литер а",1849,9,1,3,616.22,59.917303,30.290598,spb,3.0,пр-кт английский
3115,"пр-кт буденного, 47а",1960,60,3,5,2506.0,55.76208,37.737336,moscow,4.0,пр-кт буденного
6611,"ул. бестужевых, 27а",1975,216,6,9,10760.0,55.869915,37.613728,moscow,4.0,ул. бестужевых
14045,"луговой проезд, 12 корпус 1",1994,308,6,17,17182.0,55.646071,37.752571,moscow,3.019607843137255,луговой проезд
42008,"ул. киришская, 4 литер а",2003,164,5,8,10063.3,60.03287,30.426307,spb,4.1,ул. киришская
13838,"ул. просторная, 15 корпус 2",1960,80,4,5,3392.2,55.807486,37.723744,moscow,4.0,ул. просторная
14781,"ул. академика миллионщикова, 21",1973,48,1,9,2116.6,55.667767,37.649202,moscow,5.333333333333333,ул. академика миллионщикова
35548,"ул. будапештская, 91 корпус 2 литер а",1976,72,2,10,4067.5,59.831589,30.3996,spb,3.6,ул. будапештская
41888,"пр-кт московский, 125 литер а",1906,63,5,5,3879.0,59.88674,30.31903,spb,2.52,пр-кт московский
10325,"п. московский, ул. татьянин парк, 12 корпус 1",2017,64,2,10,3519.2,55.657057,37.423482,moscow,3.2,п. московский
14976,"ш. варшавское, 10 корпус 1",1963,170,6,8,11451.1,55.698173,37.619827,moscow,3.5416666666666665,ш. варшавское
12121,"ул. шверника, 2 корпус 1",1957,56,4,4,2219.7,55.69282,37.577481,moscow,3.5,ул. шверника
8162,"пр-кт кутузовский, 21",1953,100,2,12,5535.0,55.744977,37.549866,moscow,4.166666666666667,пр-кт кутузовский
13368,"ул. усачева, 62",1930,21,7,5,3249.0,55.724865,37.562874,moscow,0.6,ул. усачева
5098,"ул. беломорская, 10 корпус 3",1963,106,3,9,4454.2,55.860211,37.471929,moscow,3.925925925925926,ул. беломорская
46667,"пр-кт маршала блюхера, 67 корпус 2 литер а",1966,100,5,5,4458.0,59.973298,30.433143,spb,4.0,пр-кт маршала блюхера
38764,"ул. выборгская, 5 литер а",2015,287,7,10,18384.8,59.964895,30.347363,spb,4.1,ул. выборгская
46417,"новаторов б-р, 76 литер а",1965,50,5,5,2512.1,59.842187,30.264835,spb,2.0,новаторов б-р
1939,"ул. свободы, 93 корпус 1",1970,570,12,12,26888.4,55.867753,37.44285,moscow,3.9583333333333335,ул. свободы
49375,"ул. большая красная, 48",2004,34,2,5,3180.7,55.796658,49.130615,kazan,3.4,ул. большая красная
37517,"пр-кт народного ополчения, 227 литер а",1970,118,6,5,5284.55,59.825253,30.161295,spb,3.9333333333333336,пр-кт народного ополчения
49625,"ул. маяковского, 28",1954,32,2,5,1710.3,55.791243,49.132384,kazan,3.2,ул. маяковского
18120,"пр-кт севастопольский, 15 корпус 1",1982,126,1,12,5750.0,55.68328,37.600316,moscow,10.5,пр-кт севастопольский
39021,"ул. школьная, 90 корпус 3 литер а",1996,79,2,10,4750.2,59.987645,30.236511,spb,3.95,ул. школьная
7531,"грайвороновский 2-й проезд, 42 корпус 2",2018,276,3,24,16037.8,55.725483,37.743354,moscow,3.8333333333333335,грайвороновский 2-й проезд
41734,"пр-кт греческий, 25 литер а",1879,32,2,5,1822.3,59.937855,30.369803,spb,3.2,пр-кт греческий
9445,"ул. 3-я фрунзенская, 26",1966,180,5,9,7913.0,55.724642,37.572342,moscow,4.0,ул. 3-я фрунзенская
35374,"ул. чайковского, 21 литер а",1835,11,2,3,771.7,59.946396,30.349348,spb,1.8333333333333333,ул. чайковского
38083,"ул. седова, 99 корпус 6 литер д",1952,9,1,3,646.24,59.864954,30.441066,spb,3.0,ул. седова
33365,"пр-кт витебский, 41 корпус 4 литер а",1964,139,7,5,5016.0,59.855701,30.357137,spb,3.971428571428572,пр-кт витебский
6451,"ул. домодедовская, 3",1975,128,2,16,8149.3,55.613921,37.708114,moscow,4.0,ул. домодедовская
9174,"ул. фестивальная, 59 корпус 1",1971,215,6,9,10634.7,55.861843,37.495958,moscow,3.981481481481482,ул. фестивальная
46246,"октябрьская наб., 88 корпус 3 литер а",1959,24,2,3,1162.92,59.872155,30.470774,spb,4.0,октябрьская наб.
45712,"ул. большая морская, 36 литер а",1853,69,7,8,5062.01,59.933149,30.312014,spb,1.2321428571428572,ул. большая морская
38096,"октябрьская наб., 98 корпус 1 литер п",1949,53,4,5,3326.51,59.871007,30.473747,spb,2.65,октябрьская наб.
32357,"ш. петергофское, 72 корпус 6 строение 1",2018,105,3,10,5707.2,59.844339,30.115373,spb,3.5,ш. петергофское
47444,"ул. турку, 15 корпус 2 литер а",1991,79,2,10,4682.1,59.86542,30.390491,spb,3.95,ул. турку
22368,"осенний б-р, 15",1985,521,8,17,28520.4,55.760413,37.406522,moscow,3.8308823529411766,осенний б-р
347,"загорского проезд, 7 корпус 2",1984,82,1,15,4651.0,55.719338,37.443344,moscow,5.466666666666667,загорского проезд
15128,"боровское, 48",1989,128,2,17,8143.0,55.636204,37.347,moscow,3.764705882352941,боровское
13320,"ул. оренбургская, 6 корпус 1",1954,16,3,2,887.8,55.713517,37.857728,moscow,2.6666666666666665,ул. оренбургская
34276,"ул. 1-я утиная, 32 литер б",2004,124,6,6,11951.8,60.034713,30.29712,spb,3.4444444444444446,ул. 1-я утиная
44525,"ул. купчинская, 6/4 корпус 1 литер а",1975,716,19,9,34768.7,59.844845,30.381598,spb,4.187134502923977,ул. купчинская
40381,"солдатский пер., 6 литер а",1909,17,1,6,1855.6,59.93671,30.361565,spb,2.833333333333333,солдатский пер.
26932,"ул. юровская, 94 корпус 5",2007,6,6,2,1444.2,55.898109,37.380723,moscow,0.5,ул. юровская
30788,"ул. тайнинская, 16 корпус 2",1970,272,8,9,12371.0,55.880637,37.686437,moscow,3.7777777777777777,ул. тайнинская
43028,"пр-кт уткин, 13 корпус 5 литер а",1938,6,2,4,1146.9,59.933807,30.433691,spb,0.75,пр-кт уткин
34954,"ул. глухая зеленина, 4 литер а",2012,149,12,12,9007.3,59.96407,30.281409,spb,1.034722222222222,ул. глухая зеленина
35070,"ул. летчика пилютова, 10 литер а",1956,7,1,4,897.0,59.842391,30.141047,spb,1.75,ул. летчика пилютова
19992,"ул. бутлерова, 38 корпус 2",1968,97,1,14,4225.5,55.64317,37.547549,moscow,6.928571428571429,ул. бутлерова
38086,"пр-кт народного ополчения, 149 строение 1",2018,864,3,23,36886.8,59.83092,30.246024,spb,12.521739130434783,пр-кт народного ополчения
7863,"волков пер., 9 строение 1",1963,71,1,9,2526.0,55.763366,37.573878,moscow,7.888888888888889,волков пер.
23086,"ул. изюмская, 46",2002,268,10,10,14788.0,55.545564,37.561535,moscow,2.68,ул. изюмская
48527,"ул. каштановая, 19/16",1961,18,2,2,700.3,55.86203,49.22607,kazan,4.5,ул. каштановая
9554,"ул. алабяна, 10 корпус 1",1951,69,3,8,5024.8,55.800387,37.50398,moscow,2.875,ул. алабяна
23542,"ул. бориса галушкина, 14 корпус 1",1977,88,3,9,4323.0,55.823479,37.655077,moscow,3.259259259259259,ул. бориса галушкина
9194,"ул. красноармейская, 29",1966,75,2,10,3262.6,55.803241,37.535385,moscow,3.75,ул. красноармейская
39310,"ул. 4-я советская, 11 литер а",1879,12,1,4,792.4,59.933839,30.36815,spb,3.0,ул. 4-я советская
28801,"ул. судакова, 15",1984,354,9,12,17877.1,55.673468,37.750936,moscow,3.277777777777778,ул. судакова
16378,"ул. пречистенка, 30/2",1968,60,2,9,4909.0,55.741323,37.591764,moscow,3.333333333333333,ул. пречистенка
557,"куркинское, 17 корпус 9",2005,21,1,5,1580.4,55.88459,37.393362,moscow,4.2,куркинское
25312,"ореховый проезд, 21 корпус 1",1977,111,1,16,5328.7,55.623265,37.73173,moscow,6.9375,ореховый проезд
5450,"ул. маршала вершинина, 9",1957,20,2,5,1793.2,55.791658,37.484029,moscow,2.0,ул. маршала вершинина
17261,"ул. лескова, 9",1977,186,4,12,9562.0,55.898624,37.597827,moscow,3.875,ул. лескова
3153,"воротниковский пер., 11 строение 1",1917,25,1,5,1682.0,55.770416,37.601286,moscow,5.0,воротниковский пер.
27420,"п. филимонковское, ул. генерала трошева, 20",2012,27,3,3,1565.4,55.56614,37.34276,moscow,3.0,п. филимонковское
41988,"пр-кт римского-корсакова, 97 литер а",1843,15,2,4,1132.24,59.919189,30.282424,spb,1.875,пр-кт римского-корсакова
16364,"ул. грекова, 4",1969,279,8,9,13123.0,55.885161,37.662308,moscow,3.875,ул. грекова
48275,"ул. николая ершова, 66в",2020,459,13,11,22996.4,55.798384,49.182115,kazan,3.2097902097902096,ул. николая ершова
46669,"ул. разъезжая, 42/34 литер б",1905,6,2,3,344.9,59.921881,30.353292,spb,1.0,ул. разъезжая
17605,"ул. 26-ти бакинских комиссаров, 10 корпус 1",1970,139,3,12,7156.7,55.65979,37.48888,moscow,3.861111111111111,ул. 26-ти бакинских комиссаров
3195,"ш. дмитровское, 41 корпус 2",1974,143,3,12,7217.4,55.83248,37.568713,moscow,3.972222222222222,ш. дмитровское
11066,"ш. открытое, 6 корпус 2",1962,74,4,5,327.0,55.810147,37.731066,moscow,3.7,ш. открытое
39699,"ш. фермское, 12 литер и",2015,78,1,14,5421.7,60.013942,30.309885,spb,5.571428571428571,ш. фермское
10237,"ул. екатерины будановой, 10 корпус 2",1955,18,2,3,893.2,55.731186,37.428522,moscow,3.0,ул. екатерины будановой
29872,"ул. пулковская, 15 корпус 2",1968,143,1,12,3351.8,55.846113,37.485394,moscow,11.916666666666666,ул. пулковская
48376,"ул. академика кирпичникова, 25",1961,39,3,5,2120.7,55.813582,49.183885,kazan,2.6,ул. академика кирпичникова
37157,"пр-кт маршала жукова, 18 литер в",1977,239,4,15,12213.02,59.861015,30.239466,spb,3.983333333333333,пр-кт маршала жукова
37119,"обводного канала наб., 59 литер д",1907,5,2,5,282.22,59.914931,30.35746,spb,0.5,обводного канала наб.
22790,"загорьевский проезд, 9",1976,144,4,9,7070.5,55.578091,37.677472,moscow,4.0,загорьевский проезд
7587,"ул. годовикова, 7",1934,55,6,5,4326.0,55.806019,37.630409,moscow,1.8333333333333333,ул. годовикова
19802,"ул. михалковская, 44",1914,96,2,5,1857.3,55.841321,37.515973,moscow,9.6,ул. михалковская
47883,"ул. камышовая, 28 корпус 2 литер а",1994,179,4,10,8842.2,60.00724,30.23051,spb,4.475,ул. камышовая
5452,"ул. цюрупы, 15 корпус 2",1976,144,4,9,7284.9,55.665675,37.56945,moscow,4.0,ул. цюрупы
35635,"пр-кт героев, 25 корпус 1",2016,725,8,21,37498.4,59.861973,30.160774,spb,4.315476190476191,пр-кт героев
31252,"ул. салтыковская, 37 корпус 2",1988,110,2,14,6321.1,55.741698,37.877159,moscow,3.928571428571429,ул. салтыковская
1293,"пр-кт университетский, 5",1957,496,14,14,37580.6,55.695824,37.551367,moscow,2.53061224489796,пр-кт университетский
20869,"ул. лестева, 15 корпус 2",1928,58,5,7,3926.4,55.713425,37.610853,moscow,1.657142857142857,ул. лестева
14876,"ул. седова, 7 корпус 2",1964,119,6,5,5151.7,55.850606,37.640156,moscow,3.9666666666666655,ул. седова
39692,"ул. лабутина, 36 литер а",1828,48,6,5,7105.64,59.91692,30.28723,spb,1.6,ул. лабутина
42185,"пр-кт космонавтов, 52 корпус 2 литер а",1964,139,7,5,3006.0,59.846861,30.356858,spb,3.971428571428572,пр-кт космонавтов
1608,"ш. дмитровское, 165е корпус 7",2009,284,4,22,14696.0,55.926585,37.544944,moscow,3.227272727272727,ш. дмитровское
42132,"ковенский пер., 11 литер а",1867,11,3,3,818.0,59.937179,30.357999,spb,1.222222222222222,ковенский пер.
21626,"ул. маршала новикова, 6 корпус 1",1966,60,3,5,2585.6,55.803352,37.46653,moscow,4.0,ул. маршала новикова
47675,"пр-кт московский, 59 литер а",1880,59,7,5,4134.74,59.910356,30.31806,spb,1.6857142857142855,пр-кт московский
4962,"лазоревый проезд, 1а корпус 2",2017,163,1,24,9439.8,55.8473,37.63853,moscow,6.791666666666667,лазоревый проезд
35476,"пр-кт маршала жукова, 74 корпус 2 литер а",1969,80,4,5,3521.35,59.829391,30.193041,spb,4.0,пр-кт маршала жукова
43059,"ул. крыленко, 25 корпус 2 литер а",1968,90,6,5,4271.69,59.896671,30.478966,spb,3.0,ул. крыленко
46938,"реки фонтанки наб., 67-69 литер в",1890,4,1,3,152.6,59.927157,30.330008,spb,1.3333333333333333,реки фонтанки наб.
45565,"пр-кт косыгина, 27 корпус 1 литер а",1989,308,7,12,17219.1,59.944715,30.494498,spb,3.6666666666666665,пр-кт косыгина
7332,"ул. саморы машела, 4 корпус 2",2002,137,3,14,7321.0,55.648021,37.498105,moscow,3.261904761904762,ул. саморы машела
35600,"пр-кт большой п.с., 74 литер а",1912,112,12,7,11774.2,59.963187,30.307514,spb,1.3333333333333337,пр-кт большой п.с.
4645,"ул. осташковская, 13",1936,40,3,4,2255.0,55.878758,37.678963,moscow,3.333333333333333,ул. осташковская
20483,"пр-кт мичуринский, 54 корпус 5",1958,60,4,5,3141.0,55.695205,37.487775,moscow,3.0,пр-кт мичуринский
26096,"ул. малая филевская, 44",1974,48,1,12,4157.0,55.734253,37.452651,moscow,4.0,ул. малая филевская
20666,"ул. подольских курсантов, 16 корпус 1",1972,143,4,9,7123.8,55.60669,37.617986,moscow,3.9722222222222223,ул. подольских курсантов
25274,"харьковский проезд, 7 корпус 3",2000,128,2,17,6959.0,55.591793,37.640938,moscow,3.764705882352941,харьковский проезд
18752,"ул. 1-я тверская-ямская, 13 строение 1а",1943,55,2,8,3398.0,55.772851,37.589653,moscow,3.4375,ул. 1-я тверская-ямская
21401,"ул. профсоюзная, 53",1962,80,4,5,3556.6,55.664929,37.550351,moscow,4.0,ул. профсоюзная
9748,"ул. панферова, 18",1965,72,1,9,2568.0,55.681021,37.545968,moscow,8.0,ул. панферова
46350,"ул. ярослава гашека, 26 корпус 1 литер а",1984,440,7,16,24682.1,59.839773,30.416722,spb,3.928571428571429,ул. ярослава гашека
24826,"ул. ташкентская, 25 корпус 1",1970,324,9,10,11663.0,55.700212,37.810809,moscow,3.6,ул. ташкентская
2233,"ш. варшавское, 143 корпус 1",1979,127,2,16,8043.9,55.58322,37.599597,moscow,3.96875,ш. варшавское
23767,"линейный проезд, 8",1960,56,4,5,3123.7,55.841832,37.574579,moscow,2.8,линейный проезд
47757,"ул. рузовская, 33 литер а",1877,15,2,4,1447.0,59.914295,30.33078,spb,1.875,ул. рузовская
43676,"пр-кт левашовский, 2 литер а",1956,63,7,6,5959.74,59.96598,30.298369,spb,1.5,пр-кт левашовский
13901,"ул. бирюлевская, 11 корпус 1",1972,191,4,12,9227.8,55.59781,37.663458,moscow,3.9791666666666665,ул. бирюлевская
6533,"ул. малая ботаническая, 21",1958,47,4,4,2529.0,55.83159,37.585574,moscow,2.9375,ул. малая ботаническая
21434,"ул. башиловская, 14 корпус 1",1961,20,2,5,1541.1,55.797463,37.576744,moscow,2.0,ул. башиловская
40066,"ул. миллионная, 21 литер а",1798,16,3,3,1288.0,59.943142,30.322228,spb,1.7777777777777777,ул. миллионная
3764,"ул. искры, 7",1961,60,3,5,2488.2,55.861898,37.668516,moscow,4.0,ул. искры
18746,"ул. ефремова, 12",1966,72,1,9,2831.0,55.724059,37.57236,moscow,8.0,ул. ефремова
29365,"ул. 3-я тверская-ямская, 12 строение 1",1926,21,2,6,1898.0,55.77195,37.596336,moscow,1.75,ул. 3-я тверская-ямская
4048,"ул. верхняя масловка, 29",1966,84,4,5,3369.4,55.798799,37.557044,moscow,4.2,ул. верхняя масловка
11456,"ул. домодедовская, 1 корпус 1",1973,497,14,9,26420.4,55.616209,37.706452,moscow,3.9444444444444446,ул. домодедовская
42594,"пр-кт мечникова, 5 корпус 2 литер а",1969,320,6,9,14292.7,59.986052,30.419722,spb,5.925925925925927,пр-кт мечникова
47403,"3-я в.о. линия, 16 литер б",1917,16,1,4,1115.3,59.942182,30.285011,spb,4.0,3-я в.о. линия
11003,"гостиничный проезд, 4",1966,72,1,9,2594.0,55.842085,37.578702,moscow,8.0,гостиничный проезд
45731,"ул. 12-я красноармейская, 15 литер в",1903,4,1,4,297.0,59.911687,30.301908,spb,1.0,ул. 12-я красноармейская
16099,"пр-кт 60-летия октября, 21 корпус 2",1957,48,4,4,1855.3,55.691912,37.5774,moscow,3.0,пр-кт 60-летия октября
47548,"ул. седова, 40 литер а",1954,42,4,5,3157.76,59.890162,30.419399,spb,2.1,ул. седова
20762,"пр-кт зеленый, 56",1968,284,8,9,13240.0,55.750743,37.814833,moscow,3.9444444444444446,пр-кт зеленый
38755,"ул. полтавская, 5/29 литер д",1883,3,1,4,198.5,59.927617,30.368977,spb,0.75,ул. полтавская
3638,"ш. дмитровское, 33 корпус 2",1974,141,3,12,7182.1,55.829942,37.568713,moscow,3.9166666666666665,ш. дмитровское
32521,"ш. пулковское, 11 корпус 2 литер а",1980,191,2,16,9729.3,59.834804,30.316335,spb,5.96875,ш. пулковское
45780,"ул. белинского, 5 литер а",1850,86,6,6,6414.0,59.938072,30.345818,spb,2.388888888888889,ул. белинского
26396,"береговой, 7 корпус 1",1953,38,2,5,2532.0,55.754365,37.506064,moscow,3.8,береговой
20861,"ул. таганрогская, 6 строение 2",1963,80,4,5,3393.8,55.684691,37.755329,moscow,4.0,ул. таганрогская
3040,"ул. южнобутовская, 29 корпус 1",2000,210,4,12,9448.5,55.538499,37.538467,moscow,4.375,ул. южнобутовская
11682,"ул. енисейская, 11",1969,128,4,9,5523.2,55.865263,37.661464,moscow,3.555555555555556,ул. енисейская
5722,"ул. маломосковская, 6",1957,78,4,6,4097.0,55.812873,37.643552,moscow,3.25,ул. маломосковская
28817,"ул. черкизовская б., 26 корпус 4",1965,80,4,5,2166.8,55.797761,37.739177,moscow,4.0,ул. черкизовская б.
32305,"ул. 7-я красноармейская, 3 литер а",1882,11,1,3,378.3,59.911823,30.317162,spb,3.6666666666666665,ул. 7-я красноармейская
6315,"ул. пивченкова, 3 корпус 2",1965,72,1,9,3058.0,55.733508,37.475854,moscow,8.0,ул. пивченкова
47554,"пр-кт луначарского, 62 корпус 2 литер а",1976,392,11,9,20352.57,60.041948,30.34359,spb,3.9595959595959593,пр-кт луначарского
25997,"ул. каланчевская, 28",1929,18,2,3,993.8,55.778993,37.646354,moscow,3.0,ул. каланчевская
33784,"ул. можайская, 34 литер а",1880,14,3,4,994.9,59.915156,30.32981,spb,1.1666666666666667,ул. можайская
9876,"шелепихинская наб., 24",1960,71,1,9,2568.7,55.758271,37.51785,moscow,7.888888888888889,шелепихинская наб.
25752,"ул. солнечногорская, 12",1960,68,5,5,3690.6,55.858771,37.517949,moscow,2.72,ул. солнечногорская
41662,"ул. бронницкая, 4 литер а",1974,60,3,5,3385.0,59.916545,30.320728,spb,4.0,ул. бронницкая
178,"ш. ленинградское, 38 корпус 1",1958,33,3,4,1865.9,55.83114,37.489257,moscow,2.75,ш. ленинградское
24067,"2-й тушинский, 8",1976,218,6,9,10899.2,55.835174,37.418973,moscow,4.037037037037037,2-й тушинский
15648,"ул. библиотечная, 2",1972,168,3,12,9280.0,55.744105,37.669531,moscow,4.666666666666667,ул. библиотечная
7473,"нагатинская наб., 10 корпус 1",2019,266,5,17,15719.2,55.682645,37.643228,moscow,3.1294117647058823,нагатинская наб.
14072,"ул. малая грузинская, 12",1965,128,4,9,5494.0,55.763797,37.572064,moscow,3.555555555555556,ул. малая грузинская
39758,"ул. таллинская, 25 литер а",1960,80,4,5,3585.91,59.925547,30.420387,spb,4.0,ул. таллинская
23622,"ул. академика скрябина, 20/1",1972,215,6,9,10529.0,55.708577,37.794262,moscow,3.981481481481482,ул. академика скрябина
36140,"ул. дыбенко, 4 корпус 1 строение 1",2018,368,2,25,17494.3,59.899735,30.449358,spb,7.36,ул. дыбенко
6764,"ул. 3-я сокольническая, 4",1975,214,2,12,8787.4,55.787037,37.685763,moscow,8.916666666666666,ул. 3-я сокольническая
20863,"ул. юных ленинцев, 44 корпус 1",1959,78,4,5,3392.0,55.700344,37.759668,moscow,3.9,ул. юных ленинцев
5490,"ул. 3-я владимирская, 12 корпус 1",1958,56,4,5,2567.7,55.760317,37.785917,moscow,2.8,ул. 3-я владимирская
40929,"пр-кт культуры, 29 корпус 7 литер а",1972,322,9,9,16509.25,60.049411,30.38432,spb,3.975308641975309,пр-кт культуры
39978,"дровяной пер., 7 литер а",1857,46,4,5,2558.7,59.920862,30.284544,spb,2.3,дровяной пер.
19878,"ул. берзарина, 23",1987,203,3,17,13043.7,55.787594,37.472342,moscow,3.980392156862745,ул. берзарина
13066,"шокальского проезд, 24",1979,190,4,12,9627.3,55.879864,37.64851,moscow,3.9583333333333335,шокальского проезд
37457,"ул. шепетовская, 16 литер а",1917,11,1,3,497.43,59.947117,30.42054,spb,3.6666666666666665,ул. шепетовская
3010,"ул. южнобутовская, 56",2000,158,4,10,9185.0,55.537149,37.529322,moscow,3.95,ул. южнобутовская
28525,"ул. дубнинская, 26 корпус 5",1979,144,4,9,7163.2,55.8749,37.561823,moscow,4.0,ул. дубнинская
49653,"ул. космонавтов, 1",1963,49,3,5,2129.4,55.802229,49.186885,kazan,3.2666666666666666,ул. космонавтов
40847,"пр-кт стачек, 124 литер а",1963,100,5,5,4428.78,59.856795,30.252968,spb,4.0,пр-кт стачек
5799,"ул. липецкая, 36/20",1983,796,12,17,43875.4,55.585194,37.677418,moscow,3.901960784313725,ул. липецкая
23924,"ул. наримановская, 13",1968,80,1,12,3471.1,55.815205,37.702355,moscow,6.666666666666667,ул. наримановская
864,"ул. беловежская, 39 корпус 7",2006,104,2,14,4774.0,55.710793,37.3955,moscow,3.7142857142857135,ул. беловежская
26707,"кривоколенный пер., 5 строение 2",2005,8,1,5,1866.0,55.761725,37.634928,moscow,1.6,кривоколенный пер.
37958,"сиреневый б-р, 7 корпус 1 литер а",1974,367,10,9,16745.0,60.053525,30.352591,spb,4.077777777777778,сиреневый б-р
37928,"ул. коллонтай, 47 корпус 4 литер к",1972,179,5,9,9806.26,59.924501,30.500157,spb,3.9777777777777774,ул. коллонтай
31534,"ул. большая пушкарская, 45 литер а",1904,29,5,4,2665.95,59.963742,30.312113,spb,1.45,ул. большая пушкарская
4831,"нижний сусальный пер., 3",1963,16,1,4,633.0,55.76207,37.66397,moscow,4.0,нижний сусальный пер.
45596,"ул. пограничника гарькавого, 7 корпус 3 литер а",1952,5,3,3,1418.4,59.84207,30.145395,spb,0.5555555555555556,ул. пограничника гарькавого
38799,"ул. софийская, 38 корпус 2 литер а",2009,344,4,15,20257.0,59.873189,30.411054,spb,5.733333333333333,ул. софийская
37004,"ул. бабушкина, 89 корпус 1 литер ц",1960,139,5,8,6194.5,59.871355,30.447974,spb,3.475,ул. бабушкина
9296,"ул. первомайская, 69",1954,54,4,5,3140.0,55.793414,37.797083,moscow,2.7,ул. первомайская
6885,"ул. тверская, 6 строение 1",1940,157,12,8,11372.0,55.760241,37.611347,moscow,1.6354166666666667,ул. тверская
49298,"ул. односторонка ноксинская, 2б",1966,12,3,2,501.7,55.841791,49.199695,kazan,2.0,ул. односторонка ноксинская
750,"ул. первомайская, 64",1964,68,1,9,7901.4,55.792842,37.796184,moscow,7.555555555555555,ул. первомайская
24531,"ул. бирюлевская, 12 корпус 1",1971,168,3,12,9306.7,55.598848,37.660611,moscow,4.666666666666667,ул. бирюлевская
26513,"ул. малая юшуньская, 8 корпус 2",1961,80,4,5,3552.7,55.655905,37.593569,moscow,4.0,ул. малая юшуньская
7678,"кавказский б-р, 47 корпус 1",1966,130,3,5,2835.0,55.627509,37.649229,moscow,8.666666666666668,кавказский б-р
30366,"ул. старый гай, 10",1971,424,10,9,20754.0,55.739732,37.827212,moscow,4.711111111111111,ул. старый гай
9946,"малый ивановский пер., 11/6 строение 2",1917,23,2,3,1362.6,55.753326,37.641288,moscow,3.8333333333333335,малый ивановский пер.
44114,"ул. чапаева, 18 литер а",2015,130,2,11,11621.6,59.96326,30.32972,spb,5.909090909090909,ул. чапаева
47002,"пр-кт северный, 77 корпус 1 литер а",1968,208,4,9,9625.1,60.019585,30.413506,spb,5.777777777777778,пр-кт северный
15096,"ул. введенского, 22 корпус 1",1974,212,2,12,8763.0,55.641026,37.539015,moscow,8.833333333333334,ул. введенского
10561,"ш. коровинское, 14 корпус 1",1980,191,4,12,9942.0,55.873632,37.529322,moscow,3.9791666666666665,ш. коровинское
43138,"ул. ватутина, 14 литер а",1900,16,1,4,1387.86,59.962764,30.377223,spb,4.0,ул. ватутина
38046,"ул. брянцева, 17 литер а",1972,32,2,9,5983.8,60.041786,30.410209,spb,1.7777777777777777,ул. брянцева
7562,"ул. бакунинская, 50 строение 3",1912,28,2,7,2352.9,55.776477,37.688944,moscow,2.0,ул. бакунинская
19056,"ул. изумрудная, 7",1988,167,2,22,10806.0,55.870809,37.680922,moscow,3.7954545454545454,ул. изумрудная
16249,"ул. гарибальди, 8 корпус 3",1963,72,1,9,2571.0,55.673824,37.536553,moscow,8.0,ул. гарибальди
13417,"кронштадтский б-р, 34 корпус 1",1958,58,4,5,3151.5,55.851465,37.515676,moscow,2.9,кронштадтский б-р
35252,"пр-кт маршала жукова, 43 корпус 1 литер а",1984,357,10,9,20283.3,59.851571,30.217287,spb,3.966666666666667,пр-кт маршала жукова
43476,"ул. гданьская, 18 корпус 1 литер б",1949,7,3,3,979.0,60.016726,30.329927,spb,0.7777777777777778,ул. гданьская
5679,"ул. большая бронная, 7",1952,33,3,6,2617.8,55.761138,37.598474,moscow,1.8333333333333333,ул. большая бронная
35970,"ул. народная, 68 корпус 1 литер а",2006,287,8,13,16010.5,59.884383,30.479164,spb,2.7596153846153846,ул. народная
21839,"ул. трофимова, 11",1958,82,3,8,5456.9,55.703312,37.668938,moscow,3.4166666666666665,ул. трофимова
